canonical_term,category,official_sources,source_documents,source_count,ra,aliases,confidence,manually_reviewed,safe_for_tutor,safe_for_examiner,official_grading_authority,notes,quality_flags
fruit set,viticulture,"[""study-guide""]","[""WSET_L3_Study_Guide_Official_2026.pdf""]",1,"[""Study Guide p.33""]",[],medium,false,true,false,false,"Matched official PDF pages: 33, 35, 39, 40, 46, 48, 87, 103, 207","[""conflicting_confidence"", ""needs_human_review""]"
fungal diseases,viticulture,"[""study-guide""]","[""WSET_L3_Study_Guide_Official_2026.pdf""]",1,"[""Study Guide p.39""]",[],medium,false,true,false,false,"Matched official PDF pages: 39, 46, 49, 114, 130, 180, 207, 208","[""conflicting_confidence"", ""needs_human_review""]"
grafting,viticulture,"[""study-guide""]","[""WSET_L3_Study_Guide_Official_2026.pdf""]",1,"[""Study Guide p.32""]",[],medium,false,true,false,false,"Matched official PDF pages: 32, 206, 207, 209","[""conflicting_confidence"", ""needs_human_review""]"
grey rot,viticulture,"[""study-guide""]","[""WSET_L3_Study_Guide_Official_2026.pdf""]",1,"[""Study Guide p.49""]",[],medium,false,true,false,false,"Matched official PDF pages: 49, 207","[""conflicting_confidence"", ""needs_human_review""]"
hail,viticulture,"[""study-guide""]","[""WSET_L3_Study_Guide_Official_2026.pdf""]",1,"[""Study Guide p.39""]",[],medium,false,true,false,false,"Matched official PDF pages: 39, 50, 81, 132, 165, 207","[""conflicting_confidence"", ""needs_human_review""]"
hand harvesting,viticulture,"[""study-guide""]","[""WSET_L3_Study_Guide_Official_2026.pdf""]",1,"[""Study Guide p.50""]",[],medium,false,true,false,false,"Matched official PDF pages: 50, 51, 207","[""conflicting_confidence"", ""needs_human_review""]"
harvest,viticulture,"[""study-guide""]","[""WSET_L3_Study_Guide_Official_2026.pdf""]",1,"[""Study Guide p.39""]",[],medium,false,true,false,false,"Matched official PDF pages: 39, 40, 47, 49, 50, 52, 65, 68, 69, 87, 94, 97 (+18 more)","[""conflicting_confidence"", ""needs_human_review""]"
hybrids,viticulture,"[""study-guide""]","[""WSET_L3_Study_Guide_Official_2026.pdf""]",1,"[""Study Guide p.31""]",[],medium,false,true,false,false,"Matched official PDF pages: 31, 158, 159, 207, 209","[""conflicting_confidence"", ""needs_human_review""]"
irrigation,viticulture,"[""study-guide""]","[""WSET_L3_Study_Guide_Official_2026.pdf""]",1,"[""Study Guide p.34""]",[],medium,false,true,false,false,"Matched official PDF pages: 34, 36, 40, 42, 45, 127, 152, 154, 156, 157, 161, 162 (+8 more)","[""conflicting_confidence"", ""needs_human_review""]"
nematodes,viticulture,"[""study-guide""]","[""WSET_L3_Study_Guide_Official_2026.pdf""]",1,"[""Study Guide p.31""]",[],medium,false,true,false,false,"Matched official PDF pages: 31, 46, 49, 208","[""conflicting_confidence"", ""needs_human_review""]"
noble rot,viticulture,"[""study-guide""]","[""WSET_L3_Study_Guide_Official_2026.pdf""]",1,"[""Study Guide p.49""]",[],medium,false,true,false,false,"Matched official PDF pages: 49, 50, 88, 91, 102, 105, 106, 117, 118, 119, 125, 126 (+3 more)","[""conflicting_confidence"", ""needs_human_review""]"
one-year-old wood,viticulture,"[""study-guide""]","[""WSET_L3_Study_Guide_Official_2026.pdf""]",1,"[""Study Guide p.29""]",[],medium,false,true,false,false,"Matched official PDF pages: 29, 30, 43, 208","[""conflicting_confidence"", ""needs_human_review""]"
organic agriculture,viticulture,"[""study-guide""]","[""WSET_L3_Study_Guide_Official_2026.pdf""]",1,"[""Study Guide p.49""]",[],medium,false,true,false,false,"Matched official PDF pages: 49, 208","[""conflicting_confidence"", ""needs_human_review""]"
permanent wood,viticulture,"[""study-guide""]","[""WSET_L3_Study_Guide_Official_2026.pdf""]",1,"[""Study Guide p.29""]",[],medium,false,true,false,false,"Matched official PDF pages: 29, 30, 43, 127, 208","[""conflicting_confidence"", ""needs_human_review""]"
pests,viticulture,"[""study-guide""]","[""WSET_L3_Study_Guide_Official_2026.pdf""]",1,"[""Study Guide p.31""]",[],medium,false,true,false,false,"Matched official PDF pages: 31, 35, 42, 46, 49, 50, 208, 209","[""conflicting_confidence"", ""needs_human_review""]"
phylloxera,viticulture,"[""study-guide""]","[""WSET_L3_Study_Guide_Official_2026.pdf""]",1,"[""Study Guide p.28""]",[],medium,false,true,false,false,"Matched official PDF pages: 28, 30, 31, 32, 46","[""conflicting_confidence"", ""needs_human_review""]"
pruning,viticulture,"[""study-guide""]","[""WSET_L3_Study_Guide_Official_2026.pdf""]",1,"[""Study Guide p.30""]",[],medium,false,true,false,false,"Matched official PDF pages: 30, 42, 43, 44, 46, 99, 208, 209","[""conflicting_confidence"", ""needs_human_review""]"
replacement cane pruning,viticulture,"[""study-guide""]","[""WSET_L3_Study_Guide_Official_2026.pdf""]",1,"[""Study Guide p.43""]",[],medium,false,true,false,false,"Matched official PDF pages: 43, 208","[""conflicting_confidence"", ""needs_human_review""]"
rootstock,viticulture,"[""study-guide""]","[""WSET_L3_Study_Guide_Official_2026.pdf""]",1,"[""Study Guide p.31""]",[],medium,false,true,false,false,"Matched official PDF pages: 31, 32","[""conflicting_confidence"", ""needs_human_review""]"
shoots,viticulture,"[""study-guide""]","[""WSET_L3_Study_Guide_Official_2026.pdf""]",1,"[""Study Guide p.30""]",[],medium,false,true,false,false,"Matched official PDF pages: 30, 33, 35, 36, 43, 99, 209","[""conflicting_confidence"", ""needs_human_review""]"
site selection,viticulture,"[""study-guide""]","[""WSET_L3_Study_Guide_Official_2026.pdf""]",1,"[""Study Guide p.42""]",[],medium,false,true,false,false,"Matched official PDF pages: 42, 192, 209","[""conflicting_confidence"", ""needs_human_review""]"
summer pruning,viticulture,"[""study-guide""]","[""WSET_L3_Study_Guide_Official_2026.pdf""]",1,"[""Study Guide p.43""]",[],medium,false,true,false,false,"Matched official PDF pages: 43, 209","[""conflicting_confidence"", ""needs_human_review""]"
training,viticulture,"[""study-guide""]","[""WSET_L3_Study_Guide_Official_2026.pdf""]",1,"[""Study Guide p.30""]",[],medium,false,true,false,false,"Matched official PDF pages: 30, 42, 43, 44, 99, 127, 138, 140, 146, 209","[""conflicting_confidence"", ""needs_human_review""]"
trellising,viticulture,"[""study-guide""]","[""WSET_L3_Study_Guide_Official_2026.pdf""]",1,"[""Study Guide p.42""]",[],medium,false,true,false,false,"Matched official PDF pages: 42, 43, 111, 130, 138, 146, 148, 179, 209","[""conflicting_confidence"", ""needs_human_review""]"
vineyard management,viticulture,"[""study-guide""]","[""WSET_L3_Study_Guide_Official_2026.pdf""]",1,"[""Study Guide p.45""]",[],medium,false,true,false,false,Matched official PDF pages: 45,"[""conflicting_confidence"", ""needs_human_review""]"
Vitis vinifera,viticulture,"[""study-guide""]","[""WSET_L3_Study_Guide_Official_2026.pdf""]",1,"[""Study Guide p.28""]",[],medium,false,true,false,false,Matched official PDF pages: 28,"[""conflicting_confidence"", ""needs_human_review""]"
whole bunch fermentation,viticulture,"[""study-guide""]","[""WSET_L3_Study_Guide_Official_2026.pdf""]",1,"[""Study Guide p.51""]","[""whole bunch""]",medium,false,true,false,false,"Matched official PDF pages: 51, 73, 207, 209","[""alias_collision"", ""ambiguous_category"", ""needs_human_review"", ""possible_ocr_issue""]"
AOC,wine_law,"[""specification""]","[""WSET_L3_Specification_Official_2026.pdf""]",1,"[""RA2""]",[],high,false,true,false,false,Matched official PDF pages: 17,[]
AVA,wine_law,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.68""]",[],high,false,true,false,false,"Matched official PDF pages: 17 | Matched official PDF pages: 68, 84, 154, 155, 156, 157, 158, 192, 206",[]
Beerenauslese,wine_law,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.118""]",[],high,false,true,false,false,"Matched official PDF pages: 17, 23 | Matched official PDF pages: 118",[]
Brut,wine_law,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA3"", ""SAT chapter""]",[],high,false,true,false,false,"Matched official PDF pages: 19 | Matched official PDF pages: 14, 183, 186, 190, 191",[]
Brut Nature,wine_law,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA3"", ""Study Guide p.183""]",[],high,false,true,false,false,Matched official PDF pages: 19 | Matched official PDF pages: 183,[]
Classico,wine_law,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.132""]",[],high,false,true,false,false,"Matched official PDF pages: 13, 17, 24 | Matched official PDF pages: 132, 135, 136, 206, 209",[]
Costa,wine_law,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.161""]",[],high,false,true,false,false,"Matched official PDF pages: 17 | Matched official PDF pages: 161, 207",[]
Crianza,wine_law,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA1"", ""Study Guide p.141""]",[],high,false,true,false,false,"Matched official PDF pages: 11, 17, 20, 23, 29 | Matched official PDF pages: 141, 207",[]
DAC,wine_law,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.123""]",[],high,false,true,false,false,"Matched official PDF pages: 17 | Matched official PDF pages: 123, 124, 207",[]
Demi-sec,wine_law,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA3"", ""Study Guide p.186""]",[],high,false,true,false,false,Matched official PDF pages: 19 | Matched official PDF pages: 186,[]
DOC,wine_law,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.130""]",[],high,false,true,false,false,"Matched official PDF pages: 17 | Matched official PDF pages: 130, 131, 132, 133, 136, 137, 138, 139, 148, 150, 191, 207",[]
DOCa,wine_law,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Index""]",[],high,false,true,false,false,Matched official PDF pages: 17 | Matched official PDF pages: 207,[]
DOCG,wine_law,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.132""]",[],high,false,true,false,false,"Matched official PDF pages: 17 | Matched official PDF pages: 132, 133, 134, 135, 136, 137, 138, 191, 207",[]
DOQ,wine_law,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Index""]",[],high,false,true,false,false,Matched official PDF pages: 17 | Matched official PDF pages: 207,[]
Eiswein,wine_law,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.118""]",[],high,false,true,false,false,"Matched official PDF pages: 17, 23 | Matched official PDF pages: 118, 119, 207",[]
Entre Cordilleras,wine_law,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Index""]",[],high,false,true,false,false,Matched official PDF pages: 17 | Matched official PDF pages: 207,[]
Eszencia,wine_law,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.126""]",[],high,false,true,false,false,"Matched official PDF pages: 17 | Matched official PDF pages: 126, 207",[]
Gran Reserva,wine_law,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Index""]",[],high,false,true,false,false,"Matched official PDF pages: 17, 24 | Matched official PDF pages: 207",[]
Grand Cru,wine_law,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.94""]",[],high,false,true,false,false,"Matched official PDF pages: 12, 17, 19, 23 | Matched official PDF pages: 94, 96, 97, 101, 102, 188, 206, 208",[]
Grosses Gewächs,wine_law,"[""specification""]","[""WSET_L3_Specification_Official_2026.pdf""]",1,"[""RA2""]",[],high,false,true,false,false,Matched official PDF pages: 17,[]
IGP,wine_law,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.84""]",[],high,false,true,false,false,"Matched official PDF pages: 17, 23 | Matched official PDF pages: 84, 86, 92, 104, 114, 115, 116, 129, 133, 148, 207",[]
IGT,wine_law,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.131""]",[],high,false,true,false,false,"Matched official PDF pages: 17 | Matched official PDF pages: 131, 133, 136, 138, 139, 207, 209",[]
Indication géographique protégée,wine_law,"[""study-guide""]","[""WSET_L3_Study_Guide_Official_2026.pdf""]",1,"[""Study Guide p.84""]","[""Indication geographique protegee""]",medium,false,true,false,false,"Matched official PDF pages: 84, 207","[""needs_human_review"", ""possible_ocr_issue""]"
Joven,wine_law,"[""sat"", ""specification"", ""study-guide""]","[""WSET_L3_SAT_Official_2016.pdf"", ""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",3,"[""Unit 2 SAT"", ""RA2"", ""Study Guide p.141""]",[],high,false,true,false,false,"Matched official PDF pages: 1 | Matched official PDF pages: 17, 22 | Matched official PDF pages: 141, 143",[]
Kabinett,wine_law,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.117""]",[],high,false,true,false,false,"Matched official PDF pages: 17, 23 | Matched official PDF pages: 117, 118, 207",[]
Late Bottled Vintage,wine_law,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA4/RA5"", ""Study Guide p.202""]",[],high,false,true,false,false,"Matched official PDF pages: 20, 25 | Matched official PDF pages: 202, 207",[]
Non-Vintage,wine_law,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA3"", ""Study Guide p.183""]",[],high,false,true,false,false,"Matched official PDF pages: 19, 25 | Matched official PDF pages: 183, 186, 189, 190, 191, 192, 202",[]
Premier cru,wine_law,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.96""]",[],high,false,true,false,false,"Matched official PDF pages: 17, 19, 23 | Matched official PDF pages: 96, 98, 188, 208",[]
Prädikatswein,wine_law,"[""specification""]","[""WSET_L3_Specification_Official_2026.pdf""]",1,"[""RA2""]",[],high,false,true,false,false,Matched official PDF pages: 17,[]
Qualitätswein,wine_law,"[""specification""]","[""WSET_L3_Specification_Official_2026.pdf""]",1,"[""RA2""]",[],high,false,true,false,false,Matched official PDF pages: 17,[]
Reserva,wine_law,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.161""]",[],high,false,true,false,false,"Matched official PDF pages: 17, 20, 24, 32 | Matched official PDF pages: 161, 202, 207, 208",[]
Riserva,wine_law,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.136""]",[],high,false,true,false,false,"Matched official PDF pages: 17, 24 | Matched official PDF pages: 136, 208",[]
Ruby,wine_law,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA4/RA5"", ""SAT chapter""]",[],high,false,true,false,false,"Matched official PDF pages: 20 | Matched official PDF pages: 10, 12, 15, 127, 156, 201, 202, 208",[]
Spätlese,wine_law,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.118""]","[""Spatlese""]",high,false,true,false,false,"Matched official PDF pages: 17, 23 | Matched official PDF pages: 118","[""conflicting_confidence"", ""needs_human_review"", ""possible_ocr_issue""]"
sur lie,wine_law,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.106""]",[],high,false,true,false,false,"Matched official PDF pages: 17, 23 | Matched official PDF pages: 106",[]
sélection de grains nobles,wine_law,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Index""]","[""selection de grains nobles""]",high,false,true,false,false,"Matched official PDF pages: 17, 23 | Matched official PDF pages: 209","[""conflicting_confidence"", ""needs_human_review"", ""possible_ocr_issue""]"
Tawny,wine_law,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA4/RA5"", ""SAT chapter""]",[],high,false,true,false,false,"Matched official PDF pages: 20, 25 | Matched official PDF pages: 12, 14, 15, 53, 127, 201, 202, 203, 209",[]
Tokaji Aszú,wine_law,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.126""]","[""Tokaji Aszu""]",high,false,true,false,false,"Matched official PDF pages: 17, 24 | Matched official PDF pages: 126","[""conflicting_confidence"", ""needs_human_review"", ""possible_ocr_issue""]"
Trockenbeerenauslese,wine_law,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.118""]",[],high,false,true,false,false,Matched official PDF pages: 17 | Matched official PDF pages: 118,[]
VDP,wine_law,"[""specification""]","[""WSET_L3_Specification_Official_2026.pdf""]",1,"[""RA2""]",[],high,false,true,false,false,"Matched official PDF pages: 17, 23",[]
vendanges tardives,wine_law,"[""specification""]","[""WSET_L3_Specification_Official_2026.pdf""]",1,"[""RA2""]",[],high,false,true,false,false,"Matched official PDF pages: 17, 23",[]
Vin de France,wine_law,"[""specification""]","[""WSET_L3_Specification_Official_2026.pdf""]",1,"[""RA2""]",[],high,false,true,false,false,Matched official PDF pages: 17,[]
Vin de Pays,wine_law,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.84""]",[],high,false,true,false,false,Matched official PDF pages: 17 | Matched official PDF pages: 84,[]
Vino de la Tierra,wine_law,"[""specification""]","[""WSET_L3_Specification_Official_2026.pdf""]",1,"[""RA2""]",[],high,false,true,false,false,Matched official PDF pages: 17,[]
Vinos de Pago,wine_law,"[""specification""]","[""WSET_L3_Specification_Official_2026.pdf""]",1,"[""RA2""]",[],high,false,true,false,false,Matched official PDF pages: 17,[]
Vintage,wine_law,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA3"", ""SAT chapter""]",[],high,false,true,false,false,"Matched official PDF pages: 19, 20, 25 | Matched official PDF pages: 14, 32, 50, 60, 63, 65, 68, 83, 87, 94, 99, 102 (+17 more)",[]
VQA,wine_law,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.159""]",[],high,false,true,false,false,Matched official PDF pages: 17 | Matched official PDF pages: 159,[]
Wine of Origin,wine_law,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.169""]",[],high,false,true,false,false,"Matched official PDF pages: 17 | Matched official PDF pages: 169, 209",[]
